num;IDBVA;STATUT;AGE;SEXE;AGE4T;RS4;HABITAT;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;prob1_5inf;prob1_5sup;prob2_5inf;prob2_5sup;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;NRJ;POIDS;probaInf;probasup
35;66540;Participant;38;Homme;30-44 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Oui;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;1;1;1;1;1;1;1;1;1;0;9;9;0,66;0,81;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,7;0,997
71;66747;Participant;68;Femme;>= 60 ans;Non;Maison;HP/HC;Triphase;9;Urbaine;Oui;Oui;Non;Oui;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-vaisselle;;Oui;Radiateur electrique;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas vraiment gene;Oui, plutot;Est inchangee;Non;0.66;0.81;1;1;1;1;1;1;1;1;1;0;9;9;0,66;0,81;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
688;66788;Participant;74;Femme;>= 60 ans;Non;Maison;HP/HC;Triphase;9;Urbaine;Non;Oui;Non;Non;Non, pas vraiment;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas du tout;Est inchangee;Non;0.51;0.67;0;1;1;1;1;1;1;1;1;0;8;8;0,51;0,67;0,21;0,68;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
395;66869;Participant;59;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;9;Rurale;Non;Non;Non;Oui;Ne se prononce pas;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non;;;;;;;Ne se prononce pas;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Oui, tout a fait;Ne se prononce pas;Oui, tout a fait;Est inchangee;Non;0.51;0.67;0;0;0;0;1;1;1;1;0;0;4;4;0,51;0,67;0,32;0,44;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
204;67001;Participant;45;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Oui;Lave-vaisselle,Lave-linge,Four,Micro-ondes;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.66;0.81;1;1;1;1;1;1;1;0;0;0;7;7;0,66;0,81;0,39;0,84;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,521;0,986
684;67235;Participant;37;Homme;30-44 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, plutot;Ne se prononce pas;Non, pas vraiment;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Non, pas vraiment;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.51;0.67;1;0;0;1;1;1;1;1;1;0;7;7;0,51;0,67;0,22;0,69;85400.0;3;2;3;2;2;1;1;;2;1;1;0,994538;0,5;0,5
355;67352;Participant;85;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Ne se prononce pas;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Non, pas vraiment;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas du tout;Est inchangee;Non;0.51;0.67;0;0;0;0;0;0;1;0;0;0;1;1;0,51;0,67;0,32;0,44;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
795;67444;Participant;69;Homme;>= 60 ans;Non;Maison;Tarif de base;Triphase;9;Rurale;Non;Non;Non;Oui;Non, pas du tout;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Ne se prononce pas;Non, pas du tout;Oui, tout a fait;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas du tout;Oui;Lave-linge,Four;;Oui;Four,Television;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Oui, plutot;S'est degradee;Non;0.5;0.5;0;0;0;0;0;0;1;1;1;0;3;3;0,5;0,5;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,2;0,457
532;67843;Participant;37;Homme;30-44 ans;Non;Maison;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Oui;Four,Seche-linge,Lave-linge,Aspirateur,Television;;Oui;Autres;PORTAIL  RADIO REVEIL;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Oui;0.51;0.67;1;1;1;1;1;1;1;1;1;0;9;9;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
364;68083;Participant;75;Homme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Oui;Non;Oui;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;0;1;1;0;1;1;1;0;1;0;6;6;0,51;0,67;0,18;0,52;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
674;68094;Participant;82;Homme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Oui;Non;Oui;Oui, plutot;Oui, plutot;Oui, plutot;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Oui;Lave-linge;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Oui;0.51;0.67;1;1;1;0;1;1;1;1;1;0;8;8;0,51;0,67;0,2;0,67;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
910;68104;Participant;55;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Oui;Oui;Non;Oui;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Oui;Radiateur electrique;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;1;1;1;1;0;1;1;1;1;0;8;8;0,5;0,5;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,691;0,989
828;68424;Participant;71;Homme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Oui;Oui;Non;Non;Ne se prononce pas;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Non;;;;;;;Non, pas du tout;Oui;Machine a cafe,Micro-ondes,Radiateur electrique;;Oui;Machine a cafe,Television,Radiateur electrique,Box internet;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas du tout;Ne se prononce pas;Non;0.5;0.5;0;0;1;1;1;1;1;1;1;0;7;7;0,5;0,5;0,21;0,68;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
341;68431;Participant;66;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Oui;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1;1;1;1;1;1;1;1;1;0;9;9;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
43;68552;Participant;57;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;9;Rurale;Oui;Oui;Non;Oui;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Non;;;;;;;Oui, un peu;Oui;Radiateur electrique;;Oui;Television,Radiateur electrique;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas vraiment gene;Oui, plutot;Est inchangee;Non;0.66;0.81;0;1;0;0;1;1;1;1;1;0;6;6;0,66;0,81;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
39;68811;Participant;69;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Oui;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Ne se prononce pas;Pas vraiment gene;Oui, plutot;Est inchangee;Non;0.66;0.81;0;0;0;0;1;1;0;0;0;0;2;2;0,66;0,81;0,5;0,5;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,349;0,817
476;68836;Participant;36;Homme;30-44 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Ne se prononce pas;Oui, plutot;Non;;;;;;;Non, pas vraiment;Oui;Lave-vaisselle,Lave-linge;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas vraiment gene;Non, pas vraiment;Est inchangee;Oui;0.52;0.97;1;1;1;1;1;1;1;0;1;0;8;8;0,52;0,97;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,509;0,946
728;68886;Participant;54;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Oui;Non;Non;Non;Oui, tout a fait;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Oui;0.5;0.5;1;0;1;1;1;1;1;1;1;0;8;8;0,5;0,5;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
734;69375;Participant;81;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;12;Urbaine;Non;Non;Non;Oui;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, beaucoup;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.52;0.94;1;0;0;1;1;1;1;1;1;0;7;7;0,52;0,94;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
640;69466;Participant;37;Femme;30-44 ans;Non;Maison;Tarif de base;Triphase;12;Rurale;Non;Oui;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Non;;;;;;;Oui, beaucoup;Oui;Lave-linge;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, plutot;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1;1;1;1;1;1;1;1;1;0;9;9;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
782;69533;Participant;64;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Oui;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, plutot;Non;;;;;;;Oui, un peu;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Oui, plutot;Est inchangee;Non;0.5;0.5;0;1;0;0;1;1;1;1;1;0;6;6;0,5;0,5;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
641;69541;Participant;68;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.51;0.67;1;0;0;1;1;1;1;1;1;0;7;7;0,51;0,67;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
419;70015;Participant;75;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Oui;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.51;0.67;1;0;0;1;1;1;1;1;1;0;7;7;0,51;0,67;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
353;70213;Participant;37;Femme;30-44 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Oui;Non;Non;Non;Non, pas du tout;Non, pas du tout;Oui, plutot;Ne se prononce pas;Ne se prononce pas;Non, pas du tout;Oui, tout a fait;Ne se prononce pas;Ne se prononce pas;Non;;;;;;;Ne se prononce pas;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Ne se prononce pas;Pas du tout gene;Ne se prononce pas;Ne se prononce pas;Non;0.52;0.97;0;0;1;0;0;0;1;0;0;0;2;2;0,52;0,97;0,33;0,59;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,206;0,936
402;70233;Participant;28;Femme;<30 ans;Non;Maison;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Oui, plutot;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Oui;Lave-linge;;Oui;Lave-linge,Four;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.52;0.97;1;1;0;0;0;0;0;1;1;0;4;4;0,52;0,97;0,33;0,59;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
533;70268;Participant;78;Homme;>= 60 ans;Non;Maison;HP/HC;Monophase;9;Rurale;Oui;Oui;Non;Oui;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Oui;Lave-linge,Seche-linge,Lave-vaisselle,Television,Ordinateur;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.51;0.67;1;1;1;1;1;1;1;1;1;0;9;9;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
408;70286;Participant;76;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.52;0.97;0;0;1;1;1;1;1;1;0;0;6;6;0,52;0,97;0,37;0,74;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,36;0,948
180;70459;Participant;67;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Oui;Autres;CHAUFFAGE;Oui, j¶?etais present seul;Non;;;;;Non, pas du tout;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.66;0.81;1;1;1;1;1;1;1;1;1;0;9;9;0,66;0,81;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
330;70937;Participant;30;Homme;30-44 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Oui, tout a fait;Pas du tout gene;Non, pas vraiment;Est inchangee;Non;0.51;0.67;0;0;0;0;0;1;0;0;0;0;1;1;0,51;0,67;0,5;0,5;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,2;0,457
478;70966;Participant;60;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Non;Non;Non;Non;Ne se prononce pas;Ne se prononce pas;Ne se prononce pas;Ne se prononce pas;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;0;0;0;0;1;1;1;1;1;0;5;5;0,51;0,67;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
405;70993;Participant;28;Femme;<30 ans;Non;Maison;HP/HC;Monophase;9;Rurale;Non;Non;Non;Non;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Non, pas du tout;Ne se prononce pas;Non, pas vraiment;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Non, pas du tout;Pas du tout gene;Non, pas du tout;Est inchangee;Non;0.51;0.67;1;0;0;0;0;1;0;0;0;0;2;2;0,51;0,67;0,52;0,65;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
729;71355;Participant;51;Homme;45-59 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Non;Oui;Non;Oui;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Non, pas vraiment;Pas du tout gene;Non, pas vraiment;S'est degradee;Non;0.5;0.5;0;0;0;0;0;1;0;0;0;0;1;1;0,5;0,5;0,5;0,5;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
11;71403;Participant;74;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Non;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Non, pas vraiment;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Oui;Bouilloire,Four,Aspirateur,Lave-linge,Lave-vaisselle;;Non;;;Oui, j¶?etais present seul;Ne se prononce pas;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.67;0.99;1;0;0;1;1;1;1;1;1;0;7;7;0,67;0,99;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
946;71412;Participant;45;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;9;Rurale;Oui;Oui;Non;Oui;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.5;0.5;1;1;1;1;1;1;1;1;1;0;9;9;0,5;0,5;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
986;73378;Participant;34;Homme;30-44 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Oui;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Non;;;;;;;Oui, un peu;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas vraiment gene;Oui, plutot;Est inchangee;Non;0.5;0.5;1;0;0;1;1;1;1;1;1;0;7;7;0,5;0,5;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
453;73460;Participant;50;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Oui, plutot;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Non;;;;;;;Oui, beaucoup;Oui;Lave-linge,Lave-vaisselle,Aspirateur;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Non, pas vraiment;Un peu gene;Ne se prononce pas;Est inchangee;Non;0.51;0.67;0;1;0;0;0;0;0;0;0;0;1;1;0,51;0,67;0,5;0,5;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,358;0,987
981;74400;Participant;40;Homme;30-44 ans;Non;Maison;Tarif de base;Monophase;12;Urbaine;Non;Non;Non;Oui;Ne se prononce pas;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Non, pas du tout;Pas vraiment gene;Ne se prononce pas;S'est degradee;Oui;0.5;0.5;0;1;1;0;1;1;1;1;1;0;7;7;0,5;0,5;0,18;0,52;85400.0;3;2;3;2;2;1;1;;2;1;1;0,994538;0,5;0,5
987;76479;Participant;57;Homme;45-59 ans;Non;Maison;Tarif de base;Monophase;9;Rurale;Oui;Oui;Non;Non;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.5;0.5;1;0;0;1;1;1;1;1;1;0;7;7;0,5;0,5;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
885;77720;Participant;68;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;9;Urbaine;Non;Oui;Oui;Oui;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui;Par telephone;;Non, pas du tout;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas du tout;Est inchangee;Non;0.5;0.5;1;1;1;1;1;1;1;1;1;1;10;9;0,5;0,5;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
449;78270;Participant;35;Femme;30-44 ans;Non;Maison;Tarif de base;Monophase;9;Urbaine;Oui;Oui;Non;Non;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Non;0.51;0.67;0;0;0;0;1;1;1;1;1;0;5;5;0,51;0,67;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
