AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;HABITAT.1;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS;PROF.1;RS4.1;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;probinf;probsup
AG1393;34369;42;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;9;85000;3;2;6;3;2;2;1.0;;2;1;;1;2;2;3;2;2;1;2;99;2;2;99;99;4.0;;4.0;2.0;;;2;2;;5.0;;4.0;;2;1;1;99;99;6;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4;2;2;3;2;2.0;99.0;3;;9.0;;4.0;;5.0;;1;1;;1.0;;1.0;9.0;;;;;;;;;;;;;;;;;;;;;;99.0;1;1;1.0;1;2;2;1;6;6;4;5;99;1;1;2;8;13.0;10.0;1.0;6.0;3.0;5.0;2.0;;;;;;2;;1;4;3.0;4;6;4;1.0;;;;0,876736;5;0;Tempo;Monophase;6;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;Vous estimez que ce dispositif est une atteinte a la liberte personnelle;;Tres facile;;;;;;;;;;;;;;;;Oui, tout a fait;S'est degradee;Non;0.51;0.67;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.84
AG1489;37482;44;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;8;50880;2;2;2;2;2;2;1.0;;2;1;;1;1;1;4;2;2;2;3;3;1;1;99;99;3.0;3.0;2.0;2.0;;;2;2;;4.0;;5.0;;5;2;1;2;99;9;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3;4;1;3;2;3.0;3.0;3;;8.0;;2.0;;6.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;2;3;3;1;7;6;6;4;99;4;1;1;6;13.0;7.0;5.0;2.0;8.0;1.0;3.0;;;;;;1;1.0;1;4;3.0;3;5;5;2.0;1.0;;;0,912329;5;0;Tarif de base;Monophase;9;Rurale;Non;Non;Non;Non;Oui, plutot;Oui, plutot;Ne se prononce pas;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.66;0.81;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7.0;7.0;0.2;0.84
AG1518;38479;38;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;17220;3;2;1;1;2;2;1.0;;2;1;;1;2;2;4;2;2;1;3;3;1;3;99;99;3.0;3.0;3.0;3.0;;;2;2;;3.0;;4.0;;5;1;1;1;3;5;2.0;4.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;3;2;2;2;3;;;3;;10.0;;4.0;;;;2;1;;1.0;;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;99.0;4;1;1.0;1;3;3;1;5;4;4;3;99;6;1;1;7;4.0;6.0;5.0;13.0;1.0;2.0;10.0;8.0;;;;;2;;1;4;3.0;4;3;1;2.0;;;;1,050444;5;0;Tarif de base;Monophase;9;Urbaine;Oui;Non;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non;;;;Vous ne jugez pas ce dispositif utile,Vous nÂetiez pas assure dÂetre present au moment du test afin de remettre lÂinstallation en marche en cas de coupure;;Plutot facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.2;0.84
AG1519;38479;38;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;17220;3;2;1;1;2;2;1.0;;2;1;;1;2;2;4;2;2;1;3;3;1;3;99;99;3.0;3.0;3.0;3.0;;;2;2;;3.0;;4.0;;5;1;1;1;3;5;2.0;4.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;3;2;2;2;3;;;3;;10.0;;4.0;;;;2;1;;1.0;;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;99.0;4;1;1.0;1;3;3;1;5;4;4;3;99;6;1;1;7;4.0;6.0;5.0;13.0;1.0;2.0;10.0;8.0;;;;;2;;1;4;3.0;4;3;1;2.0;;;;1,050444;5;0;Tempo;Monophase;6;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;Vous estimez que ce dispositif est une atteinte a la liberte personnelle;;Tres facile;;;;;;;;;;;;;;;;Oui, tout a fait;S'est degradee;Non;0.51;0.67;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.84
AG1563;39749;40;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;10800;6;3;1;1;1;2;1.0;;2;1;;1;2;99;2;1;1;2;2;99;3;3;99;3;4.0;;2.0;4.0;;2.0;2;5;;2.0;;;;5;1;2;2;3;5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1;3;3;2;3;;;3;;7.0;;8.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;2;2;3;1;5;5;3;4;2;98;2;1;7;8.0;1.0;6.0;10.0;3.0;2.0;13.0;5.0;;;;;2;;1;4;3.0;4;5;97;;;;;1,015397;5;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.84
AG1564;39749;40;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;10800;6;3;1;1;1;2;1.0;;2;1;;1;2;99;2;1;1;2;2;99;3;3;99;3;4.0;;2.0;4.0;;2.0;2;5;;2.0;;;;5;1;2;2;3;5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1;3;3;2;3;;;3;;7.0;;8.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;2;2;3;1;5;5;3;4;2;98;2;1;7;8.0;1.0;6.0;10.0;3.0;2.0;13.0;5.0;;;;;2;;1;4;3.0;4;5;97;;;;;1,015397;5;0;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Non;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Four;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.51;0.67;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;6.0;6.0;0.2;0.84
AG1579;40114;43;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;27480;2;2;1;1;1;2;1.0;;1;1;;1;2;2;3;2;2;2;3;3;1;1;99;99;2.0;3.0;3.0;2.0;;;2;2;;5.0;;;;5;1;2;2;99;6;2.0;2.0;3.0;3.0;3.0;1.0;1.0;3.0;3.0;2.0;2.0;2;4;1;2;3;;;3;;10.0;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;3;3;1;5;5;6;1;1;4;4;1;6;8.0;3.0;7.0;13.0;2.0;5.0;10.0;1.0;;;;;2;;1;5;4.0;3;4;4;3.0;;;;1,015397;5;0;HP/HC;Triphase;9;Rurale;Non;Oui;Non;Oui;Ne se prononce pas;Non, pas du tout;Non, pas vraiment;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;4.0;4.0;0.2;0.84
AG1811;46777;37;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;71100;6;3;6;3;1;2;1.0;;2;1;;1;2;2;2;1;1;1;2;3;2;2;99;99;1.0;1.0;1.0;1.0;;;1;2;;4.0;;3.0;;3;1;1;1;4;5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;3;1;2;3;;;4;;1.0;;4.0;;2.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;2;3;3;1;6;5;6;3;1;1;1;1;13;2.0;1.0;10.0;5.0;3.0;8.0;6.0;7.0;;;;;2;;1;4;3.0;4;7;97;;;;;0,847484;5;0;HP/HC;Monophase;9;Urbaine;Non;Non;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Non;;;;Vous estimez que ce dispositif est une atteinte a la liberte personnelle,La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;S'est degradee;Non;0.5;0.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0;4.0;0.2;0.84
AG1866;49207;42;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;13011;9;5;8;4;3;2;1.0;;2;1;;1;2;2;3;2;2;2;3;99;1;1;1;99;3.0;;2.0;3.0;3.0;;3;4;;2.0;;3.0;;5;99;1;99;99;6;1.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2;3;3;2;2;2.0;2.0;3;;8.0;;1.0;;6.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;3;3;1;5;5;4;1;99;1;1;1;4;1.0;3.0;6.0;13.0;2.0;7.0;10.0;9.0;5.0;8.0;;;2;;1;4;3.0;4;9;1;2.0;5.0;;;0,872881;5;0;HP/HC;Monophase;12;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;Vous estimez que ce dispositif est une atteinte a la liberte personnelle,Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.52;0.97;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.84
AG1987;53084;39;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;95610;1;1;9;5;1;2;1.0;;2;1;;1;2;2;1;4;4;2;3;99;1;1;2;3;4.0;;2.0;4.0;2.0;2.0;2;2;;5.0;;;;5;1;2;2;2;3;1.0;1.0;4.0;1.0;4.0;1.0;1.0;1.0;4.0;4.0;4.0;1;2;4;1;3;;;4;;7.0;;4.0;;8.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7.0;1;4;4;1;5;5;4;4;2;2;2;1;8;2.0;5.0;3.0;6.0;1.0;11.0;13.0;7.0;;;;;2;;1;4;3.0;3;7;1;3.0;2.0;5.0;;0,96453;5;0;HP/HC;Monophase;9;Urbaine;Non;Oui;Non;Non;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Ne se prononce pas;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Oui, plutot;Est inchangee;Oui;0.51;0.67;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;6.0;6.0;0.2;0.84
AG2003;53418;33;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;33000;7;4;8;4;2;2;1.0;;1;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2.0;2.0;2.0;2.0;2.0;1.0;1;3;;;;;;3;2;2;1;2;4;2.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;2.0;2;4;1;2;2;3.0;2.0;3;;10.0;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;3;2;3;1;4;3;5;4;2;3;3;2;2;;;;;;;;;;;;;1;1.0;1;3;2.0;3;7;4;;;;;0,892255;5;0;HP/HC;Triphase;9;Rurale;Non;Oui;Non;Oui;Ne se prononce pas;Non, pas du tout;Non, pas vraiment;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;4.0;4.0;0.2;0.84
AG2040;54789;39;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;24130;7;4;6;3;2;2;1.0;;2;1;;1;2;2;4;2;2;2;2;3;1;2;99;99;3.0;3.0;1.0;2.0;;;1;5;;3.0;;2.0;;5;99;1;2;99;6;2.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;4.0;2.0;2.0;3;2;3;2;3;;;3;;7.0;;1.0;;9.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;7;6;6;4;2;6;1;2;5;3.0;10.0;1.0;8.0;2.0;6.0;11.0;13.0;;;;;2;;1;5;4.0;4;5;2;1.0;;;;0,876736;5;0;EJP;Triphase;18 et plus;Rurale;Non;Non;Non;Oui;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas du tout;Est inchangee;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.84
AG2100;56740;34;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;17540;3;2;1;1;2;2;1.0;;2;1;;1;2;2;3;2;2;3;3;3;1;2;99;99;2.0;2.0;2.0;2.0;;;2;4;;2.0;;5.0;;5;99;1;2;99;5;1.0;1.0;3.0;3.0;3.0;3.0;1.0;3.0;3.0;2.0;1.0;2;1;2;3;3;;;3;;5.0;;;;;;3;1;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;2;1;6;5;2;1;99;98;1;1;5;13.0;8.0;6.0;1.0;10.0;3.0;7.0;2.0;;;;;2;;1;5;4.0;4;6;97;;;;;1,050444;5;0;Tarif de base;Triphase;12;Urbaine;Non;Non;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;Vous estimez que ce dispositif est une atteinte a la liberte personnelle;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.84
AG524;11651;36;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;5;49450;3;2;5;3;2;2;1.0;;2;1;;1;2;99;4;4;1;3;1;99;3;3;99;3;3.0;;4.0;4.0;;3.0;2;5;;2.0;;4.0;;5;99;99;2;99;2;1.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;3.0;4.0;1.0;1;3;3;1;4;;;4;;4.0;;9.0;;8.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;3;2;1;6;6;4;6;99;2;2;2;3;6.0;5.0;8.0;13.0;;;;;;;;;2;;1;2;1.0;4;6;4;;;;;0,876736;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG525;11651;36;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;5;49450;3;2;5;3;2;2;1.0;;2;1;;1;2;99;4;4;1;3;1;99;3;3;99;3;3.0;;4.0;4.0;;3.0;2;5;;2.0;;4.0;;5;99;99;2;99;2;1.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;3.0;4.0;1.0;1;3;3;1;4;;;4;;4.0;;9.0;;8.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;3;2;1;6;6;4;6;99;2;2;2;3;6.0;5.0;8.0;13.0;;;;;;;;;2;;1;2;1.0;4;6;4;;;;;0,876736;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1805;46665;30;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;7;35370;3;2;1;1;2;2;1.0;;2;1;;1;2;99;3;2;2;2;3;3;1;1;99;1;1.0;1.0;1.0;2.0;;4.0;1;3;;5.0;;2.0;;4;99;1;2;3;3;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;3;4;3;2;3;;;3;;4.0;;9.0;;10.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;3;2;3;1;4;4;3;2;2;5;1;2;6;13.0;1.0;5.0;10.0;3.0;8.0;;;;;;;2;;2;2;1.0;3;4;1;;;;;1,050444;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2213;61688;41;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;5;80240;6;3;1;1;1;2;2.0;;1;1;;1;2;99;4;3;2;2;3;99;1;1;99;99;3.0;;3.0;3.0;;;3;2;;5.0;;3.0;;5;99;1;1;2;5;2.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;2;3;3;1;3;;;4;;6.0;;10.0;;4.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;2;2;2;1;4;4;6;4;99;98;1;2;10;3.0;8.0;1.0;13.0;2.0;5.0;;;;;;;2;;1;6;3.0;4;5;97;;;;;1,015397;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG441;10046;42;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;92140;1;1;9;5;1;2;1.0;;1;1;;1;1;99;3;2;1;2;3;99;1;2;99;1;3.0;;2.0;3.0;;2.0;2;2;;1.0;;5.0;;3;99;2;2;99;4;2.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;3;1;2;3;2;2.0;99.0;2;70.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;3;2;1;4;4;6;2;99;2;4;2;2;13.0;5.0;3.0;1.0;8.0;7.0;;;;;;;2;;1;5;4.0;3;5;1;;;;;0,96453;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1011;24421;31;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;6;28160;2;2;1;1;1;2;1.0;;2;1;;1;1;2;3;2;2;2;3;3;1;1;99;99;2.0;2.0;2.0;3.0;;;2;2;;5.0;;;;5;2;1;99;2;5;2.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;1.0;2.0;2;2;2;2;3;;;4;;3.0;;10.0;;8.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7.0;1;3;4;1;6;5;1;4;99;6;1;3;2;6.0;8.0;3.0;1.0;13.0;10.0;;;;;;;2;;1;3;2.0;4;5;5;1.0;3.0;;;1,015397;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1323;31736;34;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;40410;7;4;1;1;2;2;1.0;;1;1;;1;1;1;2;2;2;2;3;99;1;1;99;1;2.0;;2.0;2.0;;2.0;2;2;;3.0;;4.0;;1;1;1;2;3;8;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2;3;3;2;2;2.0;99.0;3;;3.0;;4.0;;;;2;1;;1.0;;1.0;8.0;;5.0;;;;;;;;;;;;;;;;;;;;97.0;1;1;4.0;1;3;2;1;4;3;3;2;1;1;1;1;8;11.0;13.0;2.0;10.0;3.0;6.0;7.0;1.0;;;;;2;;2;5;4.0;4;5;97;;;;;1,050444;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1369;33938;43;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;3;71170;6;3;3;2;1;2;1.0;;1;1;;1;1;2;4;4;1;2;3;3;3;1;99;99;3.0;3.0;3.0;3.0;;;1;2;;;;;;5;99;1;2;3;5;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2;3;2;2;2;2.0;99.0;3;;1.0;;7.0;;9.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;3;2;1;5;5;6;5;99;6;1;2;1;10.0;2.0;3.0;8.0;13.0;6.0;;;;;;;2;;1;3;2.0;4;6;97;;;;;0,88189;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG418;9631;40;Femme;30-44 ans;Profession intermediaire, contremaÃ®tre;Non;Appartement;4;10300;6;3;7;4;1;1;1.0;;1;1;;1;1;2;4;2;2;2;3;99;1;1;1;99;3.0;;3.0;4.0;3.0;;2;5;;2.0;;3.0;;5;99;1;2;3;5;2.0;2.0;4.0;3.0;3.0;2.0;2.0;2.0;4.0;2.0;2.0;2;4;3;2;2;3.0;2.0;3;;1.0;;7.0;;8.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;4;2;3;1;6;4;99;1;1;1;13;6.0;10.0;3.0;7.0;1.0;5.0;;;;;;;2;;1;1;;3;7;97;;;;;0,88894;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG732;18402;35;Femme;30-44 ans;Profession intermediaire, contremaÃ®tre;Non;Appartement;9;92100;1;1;9;5;1;1;1.0;;1;1;;1;2;2;2;2;3;2;2;2;3;1;2;1;2.0;1.0;1.0;2.0;2.0;1.0;1;4;;2.0;;;;5;2;2;2;99;99;3.0;1.0;2.0;2.0;3.0;2.0;1.0;4.0;2.0;1.0;3.0;4;2;3;1;4;;;4;;1.0;;2.0;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;2;3;3;2;2;1;4;4;3;3;1;1;6;8.0;9.0;10.0;7.0;2.0;;;;;;;;2;;1;1;;4;10;4;;;;;0,994114;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1006;24275;43;Femme;30-44 ans;Profession intermediaire, contremaÃ®tre;Non;Appartement;4;49000;3;2;8;4;2;1;1.0;;1;1;;1;2;2;1;3;2;2;3;99;1;2;3;99;2.0;;2.0;2.0;2.0;;2;2;;5.0;;;;5;1;2;2;2;1;1.0;1.0;2.0;1.0;3.0;1.0;1.0;3.0;3.0;1.0;1.0;2;3;3;1;4;;;4;;4.0;;5.0;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;1;4;4;2;3;3;4;4;2;98;98;1;13;1.0;2.0;3.0;6.0;5.0;7.0;8.0;;;;;;2;;1;1;;4;9;1;5.0;2.0;;;0,919622;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
